,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,total_point,efficiency
556,44.4,14.8,75.0,2.4,3.2,0.9,0.2,1.5,0,497.0,0.35353535353535354
557,46.0,0.0,72.9,3.6,1.4,0.6,0.3,1.8,0,639.9,0.401015228426396
558,47.9,5.3,61.0,2.4,4.5,1.5,0.3,1.9,1,606.8000000000001,0.3854166666666667
559,45.0,0.0,67.5,4.9,0.7,0.6,0.8,1.1,1,263.2,0.24867724867724872
560,51.1,23.5,89.9,1.6,2.0,0.9,0.1,1.2,1,664.1999999999999,0.45251396648044695
561,47.8,20.0,79.3,2.1,1.5,0.8,0.3,1.1,1,399.6,0.31764705882352945
562,42.5,30.4,85.7,1.5,0.4,0.2,0.1,0.5,0,47.6,0.20987654320987656
563,52.9,0.0,67.0,4.4,0.7,0.6,1.4,1.7,1,522.0,0.550632911392405
564,49.5,0.0,75.0,1.8,1.8,0.9,0.1,1.4,0,236.8,0.25
565,54.2,0.0,59.4,4.5,0.6,0.1,1.1,1.0,1,360.4,0.3680555555555555
566,45.2,32.6,72.9,2.0,0.7,0.3,0.7,0.9,1,253.5,0.33620689655172414
567,41.2,33.3,68.3,1.1,2.6,0.5,0.1,1.0,1,217.29999999999998,0.2992700729927007
568,50.7,0.0,67.5,4.1,0.5,0.4,0.8,0.7,1,249.6,0.3582089552238806
569,51.2,0.0,76.2,3.7,0.5,0.2,0.3,0.7,1,180.0,0.31007751937984496
570,46.2,30.0,73.7,1.2,1.0,0.4,0.0,0.9,1,302.4,0.4516129032258064
571,44.2,20.0,76.6,1.2,0.9,0.4,0.1,0.7,1,380.7,0.4017094017094017
572,32.7,0.0,55.6,0.9,1.4,0.5,0.1,0.9,0,72.0,0.1565217391304348
573,46.2,0.0,69.0,2.0,0.6,0.5,0.3,0.7,0,196.79999999999998,0.3628318584070796
574,46.0,27.3,65.0,1.4,0.2,0.2,0.0,0.4,0,144.29999999999998,0.5
575,41.8,16.7,66.7,3.0,0.2,0.3,0.1,0.7,0,215.60000000000002,0.4454545454545455
576,45.7,0.0,60.3,2.5,0.5,0.3,0.1,1.1,0,236.5,0.40186915887850466
577,45.4,0.0,51.6,3.0,0.5,0.4,0.4,0.6,1,218.4,0.411764705882353
578,45.4,0.0,56.4,1.0,1.2,0.6,0.1,1.3,0,188.8,0.31683168316831684
579,35.8,0.0,78.1,0.9,1.5,0.5,0.0,0.6,1,94.0,0.20833333333333334
580,33.0,0.0,73.9,1.2,1.3,0.4,0.0,0.6,0,168.0,0.3146067415730337
581,41.2,0.0,43.5,1.7,0.3,0.4,0.4,0.6,0,148.5,0.32142857142857145
582,34.8,50.0,45.9,1.3,0.3,0.2,0.0,0.6,0,114.4,0.4905660377358491
583,43.4,41.7,59.0,0.9,1.0,0.4,0.0,0.7,0,137.70000000000002,0.36986301369863017
584,35.5,29.0,75.0,1.2,0.3,0.1,0.1,0.2,0,71.3,0.35937499999999994
585,42.9,36.8,84.4,3.1,6.5,0.9,0.2,3.0,1,1558.0,0.49222797927461137
586,41.0,38.6,78.6,3.8,2.4,0.9,0.5,1.6,1,778.4,0.44551282051282054
587,31.8,16.7,52.9,1.4,2.5,0.4,0.1,0.7,0,99.0,0.19230769230769232
588,51.6,0.0,75.1,8.2,1.0,1.2,1.8,1.4,1,864.0,0.46875
589,41.2,31.0,74.6,2.4,3.0,1.0,0.3,2.0,1,896.6999999999999,0.5104166666666666
590,42.8,35.0,80.6,4.0,0.9,0.7,0.5,1.2,1,721.6,0.31428571428571433
591,43.8,0.0,76.4,5.7,1.2,0.5,0.9,1.2,1,608.3000000000001,0.29924242424242425
592,46.1,27.4,57.0,4.4,0.7,1.2,0.8,0.9,1,623.1999999999999,0.3153846153846154
593,45.8,22.2,74.9,5.8,1.5,0.7,0.9,1.3,1,702.0,0.34615384615384615
594,43.9,35.9,75.8,4.1,1.2,0.6,0.2,1.3,1,745.1999999999999,0.3622047244094488
595,37.2,32.6,54.6,1.8,2.1,0.4,0.1,1.2,1,378.2,0.26724137931034486
596,35.8,32.3,66.7,2.6,1.3,0.9,0.2,0.6,0,56.400000000000006,0.3032258064516129
597,60.8,50.0,37.1,7.6,0.5,1.0,1.6,0.9,1,474.0,0.3816425120772947
598,49.3,20.0,74.6,5.9,0.8,0.5,0.5,0.6,0,270.0,0.30303030303030304
599,54.5,42.9,80.9,3.7,0.5,0.2,0.6,0.7,1,379.5,0.3142857142857143
600,41.8,37.5,82.9,2.7,2.9,0.9,0.5,1.1,1,229.6,0.3218390804597701
601,38.4,32.8,64.4,2.4,1.2,0.8,0.2,0.6,1,390.0,0.2890173410404624
602,41.7,38.6,90.9,1.2,2.8,0.5,0.0,0.9,1,553.8,0.41764705882352937
603,40.7,33.2,71.4,2.0,0.7,0.6,0.2,0.7,1,467.20000000000005,0.3764705882352941
604,47.9,42.1,75.9,2.1,0.5,0.3,0.2,0.9,0,487.19999999999993,0.5649350649350648
605,43.0,0.0,52.3,4.5,0.7,0.6,0.4,1.3,1,336.0,0.31788079470198677
606,44.6,38.4,84.3,1.5,0.9,0.2,0.2,0.7,1,372.09999999999997,0.4121621621621621
607,37.1,31.5,57.1,0.9,3.0,0.5,0.1,1.2,0,144.0,0.20547945205479454
608,32.7,20.9,81.8,3.3,0.7,0.5,0.3,0.7,1,229.1,0.21641791044776118
609,40.7,39.3,100.0,1.5,0.8,0.3,0.2,0.4,0,119.6,0.17293233082706766
610,48.2,0.0,53.3,4.7,0.5,0.3,0.7,0.8,1,378.0,0.4580152671755725
611,41.5,20.0,88.9,0.9,0.8,0.5,0.1,0.2,0,52.8,0.35036496350364965
612,43.6,25.7,66.7,1.7,0.3,0.3,0.3,0.5,0,233.10000000000002,0.2913385826771654
613,36.8,37.8,58.8,1.0,0.7,0.3,0.0,0.6,0,155.1,0.26829268292682923
614,38.2,13.8,76.9,2.0,0.8,0.5,0.1,0.8,1,292.0,0.3278688524590164
615,40.0,38.3,71.9,2.2,0.9,0.2,0.2,0.6,0,204.0,0.3305785123966942
616,58.2,0.0,64.3,3.1,0.2,0.4,0.2,0.4,0,173.9,0.32173913043478264
617,51.3,0.0,66.7,3.7,0.9,0.2,0.5,0.7,1,233.7,0.36607142857142855
618,51.5,0.0,61.0,2.8,0.1,0.3,0.8,0.4,0,128.79999999999998,0.2828282828282828
619,37.5,28.0,72.4,0.9,0.6,0.4,0.1,0.5,0,118.89999999999999,0.29292929292929293
620,40.0,32.5,72.4,3.5,1.5,0.7,0.3,0.7,0,174.0,0.22568093385214008
621,47.6,0.0,76.8,2.8,0.3,0.1,0.1,0.5,1,184.0,0.4893617021276595
622,38.1,17.4,56.3,0.9,1.3,0.2,0.1,0.7,0,100.80000000000001,0.25609756097560976
623,38.4,25.0,72.4,0.8,1.2,0.2,0.1,0.8,0,91.0,0.33333333333333337
624,29.5,22.6,89.5,0.3,1.0,0.2,0.0,0.6,0,75.6,0.3733333333333333
625,35.3,30.0,100.0,0.8,0.2,0.1,0.1,0.3,1,71.3,0.484375
626,41.5,38.0,75.9,3.2,3.8,0.7,0.1,2.6,1,844.8000000000001,0.3962848297213623
627,42.8,31.3,76.4,3.6,2.3,0.9,0.3,2.1,0,705.6,0.4285714285714286
628,40.1,30.6,79.8,3.2,2.8,1.7,0.1,1.9,1,560.5,0.32871972318339104
629,45.2,33.7,55.1,4.8,2.1,1.2,0.5,1.3,1,598.5,0.33216783216783213
630,36.6,30.5,78.9,3.5,4.4,0.9,0.3,1.8,1,798.6,0.44485294117647056
631,44.8,37.9,83.2,2.6,4.1,0.8,0.1,1.6,1,747.5,0.45098039215686275
632,44.3,41.4,86.8,2.4,2.0,0.7,0.3,1.6,1,825.0,0.5122950819672132
633,49.3,37.6,77.3,5.1,1.1,1.3,0.4,0.7,1,505.6,0.32916666666666666
634,31.3,11.1,82.1,1.5,2.1,0.6,0.3,1.3,0,77.0,0.25925925925925924
635,58.6,0.0,66.5,7.7,0.8,0.7,1.0,1.2,1,469.2,0.4533333333333333
636,37.2,34.6,68.2,3.5,0.7,1.1,0.5,0.6,0,303.59999999999997,0.2119815668202765
637,41.2,26.8,69.7,4.7,0.6,0.5,0.5,1.2,1,580.8000000000001,0.4093023255813954
638,39.9,8.0,76.7,2.0,3.2,0.4,0.1,1.5,1,181.5,0.270935960591133
639,39.9,34.7,71.7,4.4,1.0,0.7,0.7,1.1,1,466.20000000000005,0.3794871794871795
640,39.3,27.6,77.6,1.4,2.0,0.7,0.0,1.6,1,442.0,0.3505154639175258
641,38.6,36.1,83.3,1.2,1.8,0.5,0.1,1.1,1,463.59999999999997,0.4086021505376344
642,44.7,15.0,87.2,1.3,3.3,0.7,0.1,1.2,0,295.8,0.3314285714285714
643,44.6,31.6,63.2,1.8,0.6,0.3,0.3,0.6,0,166.60000000000002,0.3656716417910448
644,51.3,33.3,72.0,4.0,0.6,0.8,0.3,1.2,0,358.40000000000003,0.38323353293413176
645,42.9,33.3,72.7,2.2,0.9,0.5,0.1,0.9,1,424.8,0.4528301886792453
646,47.3,0.0,78.6,4.2,0.8,0.3,0.4,0.5,1,168.1,0.26973684210526316
647,45.2,0.0,83.9,3.0,0.3,0.2,0.2,0.6,1,168.0,0.26666666666666666
648,50.7,0.0,65.2,3.6,0.3,0.5,0.3,0.5,0,197.79999999999998,0.31081081081081074
649,42.3,33.9,61.5,3.9,0.3,0.6,0.5,0.5,0,162.8,0.30136986301369867
650,54.5,0.0,70.7,3.2,0.5,0.7,1.6,0.6,0,159.5,0.20863309352517984
651,42.1,0.0,55.8,3.3,0.4,0.4,0.5,0.9,0,205.8,0.362962962962963
652,39.0,20.0,82.4,1.4,1.6,0.4,0.2,0.9,0,62.699999999999996,0.25781249999999994
653,37.2,28.9,71.4,1.3,1.4,0.4,0.1,0.9,0,167.2,0.30894308943089427
654,40.0,28.6,71.2,1.4,2.0,0.4,0.0,0.8,1,230.4,0.2950819672131148
655,50.8,33.3,75.0,2.6,0.5,0.3,0.4,0.4,1,216.20000000000002,0.38842975206611574
656,46.7,26.1,81.5,2.4,0.5,0.3,0.2,0.7,1,210.0,0.43859649122807015
657,32.5,20.0,70.0,0.9,0.9,0.1,0.2,1.0,0,148.2,0.35135135135135137
658,39.1,37.3,91.7,0.8,0.5,0.1,0.0,0.5,0,176.0,0.41904761904761906
659,43.2,36.2,40.0,2.4,0.8,0.1,0.1,0.6,1,114.4,0.4444444444444445
660,42.4,0.0,50.0,2.2,0.2,0.1,0.8,0.3,0,57.2,0.22680412371134023
661,38.9,37.5,50.0,1.0,1.0,0.4,0.3,0.6,0,72.8,0.22950819672131148
662,33.3,26.3,59.3,0.8,1.3,0.3,0.0,1.1,0,127.6,0.3020833333333333
663,38.1,37.8,100.0,0.9,0.9,0.3,0.1,0.6,1,110.2,0.33333333333333337
664,40.5,18.2,76.8,1.3,0.3,0.3,0.1,0.3,1,109.2,0.3058823529411765
665,44.6,0.0,66.7,1.6,0.2,0.1,0.4,0.4,0,115.2,0.38554216867469876
666,50.6,29.2,64.2,12.1,3.8,0.8,0.6,2.7,1,1845.0,0.5921052631578947
667,40.9,29.6,76.6,4.6,8.3,1.8,0.5,3.8,1,1131.6,0.43386243386243384
668,49.7,39.3,76.9,6.4,1.9,1.0,0.2,1.3,1,795.4,0.3129032258064516
669,43.0,16.7,68.7,8.6,2.5,1.1,0.8,3.3,1,1142.1,0.49473684210526314
670,55.1,0.0,62.2,7.5,1.3,1.2,0.6,1.0,1,752.0,0.3381294964028777
671,39.7,35.6,69.6,3.0,1.9,0.7,0.7,1.2,1,711.0,0.3435114503816794
672,57.6,0.0,55.5,7.1,0.6,0.6,1.0,0.7,1,500.5,0.3130081300813008
673,38.4,25.8,86.9,2.5,2.8,0.9,0.1,2.0,0,491.4,0.4775510204081632
674,42.5,31.8,80.8,3.9,2.0,0.6,0.2,1.0,1,561.6,0.3130434782608696
675,42.4,27.6,74.4,2.8,3.6,1.1,0.3,2.4,1,542.7,0.29515418502202645
676,45.1,41.9,80.8,2.5,1.2,0.3,0.1,1.0,1,784.0,0.46445497630331756
677,45.3,29.7,76.2,3.7,1.1,1.0,0.4,1.1,1,475.8,0.37681159420289856
678,51.7,0.0,59.5,5.3,0.5,0.4,0.9,1.0,1,530.4,0.34517766497461927
679,43.5,44.4,76.7,1.3,1.9,0.4,0.2,0.7,0,81.0,0.49090909090909096
680,39.4,31.5,77.3,3.3,0.7,0.7,0.3,1.3,1,453.59999999999997,0.3128491620111732
681,43.7,0.0,65.6,3.1,0.7,0.4,1.5,0.8,1,237.79999999999998,0.23033707865168537
682,37.4,37.0,76.3,2.6,1.6,0.6,0.1,1.2,0,318.6,0.34104046242774566
683,48.5,47.3,71.1,1.9,1.1,0.4,0.3,1.0,1,388.8,0.31952662721893493
684,55.8,0.0,71.4,3.8,0.8,0.3,0.7,0.6,1,327.59999999999997,0.37724550898203596
685,54.9,0.0,67.3,3.9,0.5,0.5,0.7,0.6,1,344.5,0.3231707317073171
686,43.3,0.0,56.0,3.0,0.3,0.4,1.2,0.6,1,258.0,0.296551724137931
687,38.3,24.2,73.1,2.9,0.6,0.3,0.3,0.3,0,191.1,0.29770992366412213
688,40.6,36.0,70.6,1.3,0.4,0.3,0.1,0.2,1,184.79999999999998,0.25225225225225223
689,42.4,37.5,58.9,1.5,1.6,0.3,0.2,0.6,0,159.6,0.36538461538461536
690,37.4,30.0,57.1,1.1,1.8,0.4,0.1,0.8,1,98.89999999999999,0.22330097087378636
691,35.7,28.3,78.6,1.7,0.7,0.3,0.2,0.5,0,159.6,0.38
692,66.1,0.0,70.3,2.0,0.5,0.3,0.3,0.4,1,176.4,0.3829787234042553
693,53.3,0.0,50.0,1.9,0.2,0.3,0.4,0.4,1,18.0,0.12658227848101264
694,45.5,41.7,59.1,0.9,1.2,0.1,0.0,1.0,0,110.2,0.3972602739726027
695,35.6,10.0,53.3,1.0,1.1,0.2,0.1,0.8,0,50.599999999999994,0.3194444444444444
696,48.5,0.0,73.9,1.0,0.2,0.1,0.2,0.5,0,82.0,0.3846153846153846
697,45.8,25.5,74.8,5.3,5.8,1.5,0.4,3.0,1,1447.2,0.5403225806451613
698,46.2,43.7,88.5,4.5,5.9,1.9,0.2,3.0,1,1400.0,0.48342541436464087
699,37.1,37.4,81.7,3.4,5.7,1.3,0.2,2.4,1,1271.0,0.4754601226993865
700,27.7,26.2,87.5,1.6,0.5,0.3,0.1,0.4,0,55.0,0.2358490566037736
701,41.7,35.8,82.6,2.4,4.4,1.0,0.0,2.9,0,1093.5,0.4671280276816609
702,47.7,40.0,85.1,2.5,5.7,1.0,0.1,2.7,1,942.4,0.4460431654676259
703,49.4,0.0,64.6,7.5,0.9,0.6,1.3,1.4,1,738.0,0.3345724907063197
704,45.1,37.4,81.4,2.9,1.6,0.8,0.1,1.0,1,1058.5,0.56640625
705,48.3,38.2,82.9,2.3,1.5,0.8,0.2,1.1,1,770.8000000000001,0.38056680161943324
706,44.2,39.0,75.6,2.6,3.8,1.1,0.3,2.1,1,584.0,0.3305785123966942
707,40.3,37.5,80.8,3.2,1.8,1.1,0.3,1.4,1,752.4,0.4323144104803494
708,40.1,31.0,71.5,4.5,2.9,0.6,0.1,1.6,0,655.2,0.3716814159292035
709,39.3,29.2,85.7,2.0,0.7,0.3,0.3,0.7,0,68.0,0.33999999999999997
710,49.8,25.0,76.3,2.9,0.7,0.6,0.2,0.8,1,662.1999999999999,0.3981481481481481
711,51.5,41.0,75.7,1.9,3.1,0.7,0.0,1.3,1,539.5,0.4088669950738916
712,44.1,36.9,77.0,3.0,1.2,0.5,0.1,0.7,1,658.6,0.4427860696517413
713,45.8,38.9,80.9,1.9,2.0,0.8,0.1,1.0,1,481.59999999999997,0.443298969072165
714,55.6,0.0,54.7,6.4,0.8,0.6,0.5,1.4,1,639.6,0.4285714285714286
715,42.4,39.5,87.1,2.1,1.0,0.3,0.1,1.0,1,501.59999999999997,0.3626373626373626
716,45.1,19.6,77.7,2.5,0.7,0.4,0.3,1.2,0,592.0,0.4484848484848485
717,41.8,31.0,72.2,1.6,3.3,0.5,0.1,1.1,1,380.7,0.2993630573248408
718,41.0,34.5,80.0,1.6,1.9,0.6,0.1,1.1,1,408.8,0.474025974025974
719,54.2,34.1,81.1,10.5,2.0,0.7,1.7,2.2,0,1500.6000000000001,0.571875
720,49.3,0.0,67.6,3.7,0.4,0.3,0.5,0.6,1,244.4,0.39097744360902253
721,46.4,30.5,82.1,2.5,0.5,0.4,0.4,0.7,1,351.9,0.38345864661654133
722,50.2,0.0,75.4,2.8,0.6,0.2,0.6,0.5,0,270.0,0.3435114503816794
723,53.4,0.0,59.7,4.1,0.4,0.3,0.1,0.4,0,145.6,0.2222222222222222
724,43.6,35.1,70.0,1.1,0.8,0.5,0.2,1.0,1,135.0,0.4032258064516129
725,38.8,31.8,79.5,1.6,0.7,0.3,0.1,0.4,1,282.0,0.39166666666666666
726,49.5,0.0,64.6,2.5,0.2,0.4,0.3,0.2,1,245.7,0.34821428571428575
727,39.6,0.0,62.3,2.1,0.5,0.4,0.1,0.3,1,205.9,0.25892857142857145
728,66.2,0.0,90.0,2.5,0.0,0.2,0.4,0.3,1,105.30000000000001,0.25961538461538464
729,39.6,21.9,83.7,0.9,1.7,0.5,0.1,0.7,1,227.20000000000002,0.31683168316831684
730,46.3,28.6,66.7,1.4,0.3,0.4,0.2,0.3,0,188.1,0.351063829787234
731,35.4,35.7,71.1,1.0,0.4,0.2,0.2,0.4,0,132.0,0.32608695652173914
732,35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1,111.8,0.3132530120481928
733,35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1,111.8,0.3132530120481928
734,37.1,40.0,72.2,1.2,0.4,0.1,0.3,0.5,1,137.70000000000002,0.36000000000000004
735,30.0,16.7,58.3,0.7,1.2,0.3,0.2,0.9,0,20.4,0.2698412698412698
736,37.2,32.1,60.0,1.1,0.0,0.1,0.1,0.3,0,43.199999999999996,0.3870967741935484
737,50.8,16.7,68.6,7.0,1.2,0.4,1.1,2.3,0,927.5,0.5833333333333334
738,39.6,31.3,84.6,0.7,0.5,0.3,0.1,0.6,0,57.49999999999999,0.44230769230769224
739,43.8,38.4,87.9,3.8,3.2,1.1,0.2,2.8,1,1517.0,0.4868421052631579
740,47.5,22.2,78.8,3.9,6.3,0.8,0.2,2.5,1,1360.8,0.4540540540540541
741,45.6,38.9,85.4,2.6,2.8,1.0,0.5,2.1,1,1255.8000000000002,0.4693877551020409
742,39.8,27.1,81.5,4.9,5.3,1.3,0.2,3.3,1,1254.6000000000001,0.4707692307692308
743,42.0,36.7,76.7,2.8,4.9,1.9,0.1,2.0,1,820.0,0.3125
744,53.1,0.0,79.3,8.1,1.0,0.5,1.8,1.8,1,1066.0,0.4262295081967213
745,49.7,0.0,69.2,7.4,1.1,0.6,0.7,1.8,1,910.1999999999999,0.395017793594306
746,43.0,43.9,89.3,1.8,3.5,0.6,0.0,1.6,1,849.6,0.44528301886792454
747,42.2,27.6,68.4,5.2,1.5,0.9,0.3,1.2,0,499.20000000000005,0.22377622377622378
748,45.9,10.5,78.9,9.1,1.0,0.4,0.6,1.5,1,899.1,0.4387351778656126
749,45.0,40.4,83.0,2.3,1.2,1.0,0.2,0.9,1,646.8000000000001,0.33333333333333337
750,47.2,40.7,77.2,5.4,1.0,0.5,0.5,1.5,1,1125.9,0.5604838709677419
751,42.3,37.3,69.7,3.1,0.9,0.5,0.5,1.0,1,607.5,0.33749999999999997
752,47.8,46.7,87.0,3.0,1.2,0.5,0.2,0.8,1,676.6999999999999,0.4469026548672566
753,56.4,0.0,63.7,7.0,0.5,0.4,1.1,1.4,0,542.9,0.41395348837209306
754,45.9,34.4,70.7,2.3,1.8,0.8,0.5,1.2,0,296.8,0.2548076923076923
755,39.3,36.5,84.5,4.7,0.8,0.7,0.3,0.9,1,488.40000000000003,0.3718592964824121
756,43.8,0.0,66.7,4.6,0.6,0.7,0.7,0.6,1,425.59999999999997,0.29015544041450775
757,40.3,32.9,78.1,2.1,1.8,0.6,0.3,1.0,1,438.90000000000003,0.34545454545454546
758,50.2,25.0,77.3,3.7,0.4,0.3,0.7,0.6,1,608.3000000000001,0.48125
759,49.4,0.0,66.0,3.9,0.3,0.4,1.0,0.8,1,487.5,0.4276315789473684
760,41.2,32.5,69.1,1.7,2.1,0.7,0.0,1.4,0,290.7,0.3774834437086093
761,63.3,0.0,38.5,4.5,0.2,0.2,1.1,0.8,1,227.89999999999998,0.296551724137931
762,47.1,0.0,66.7,3.5,0.7,0.3,1.1,0.8,1,497.0,0.4930555555555555
763,39.2,34.6,79.1,0.8,1.7,0.3,0.0,0.9,0,360.4,0.38686131386861317
764,41.0,35.1,73.7,3.4,3.3,1.2,0.2,2.5,0,1056.0,0.46808510638297873
765,46.0,25.0,82.3,1.1,1.2,0.3,0.2,0.7,1,215.60000000000002,0.3684210526315789
766,36.5,25.9,80.6,1.1,1.5,0.3,0.0,1.1,1,227.89999999999998,0.34677419354838707
767,41.6,34.8,69.9,1.9,0.7,0.3,0.5,0.9,1,277.3,0.38842975206611574
768,40.6,39.4,64.0,0.7,2.0,0.5,0.0,1.1,1,168.0,0.30107526881720426
769,50.8,0.0,70.6,2.9,0.4,0.3,0.7,0.5,1,225.60000000000002,0.3983050847457627
770,38.9,39.5,80.0,2.0,0.5,0.3,0.5,0.4,0,156.0,0.35135135135135137
771,29.2,22.0,50.0,2.2,0.9,0.3,0.1,0.4,1,51.300000000000004,0.24770642201834864
772,42.3,34.3,84.0,2.5,2.6,0.6,0.3,2.1,0,1048.8,0.4981949458483755
773,51.8,0.0,69.1,2.0,0.1,0.2,0.7,0.5,1,186.0,0.303921568627451
774,43.0,0.0,68.6,1.7,0.2,0.2,0.1,0.3,0,96.89999999999999,0.22619047619047616
775,36.5,40.0,85.7,0.9,0.8,0.3,0.0,0.6,0,88.8,0.29268292682926833
776,43.0,28.8,87.3,4.3,2.4,1.0,0.9,2.9,1,1624.0,0.5867052023121387
777,42.7,27.6,74.4,4.7,1.5,0.6,0.6,2.0,1,840.0,0.3723404255319149
778,48.5,32.8,74.1,6.2,1.2,1.0,1.4,0.7,1,663.0,0.3057553956834532
779,42.9,33.1,74.3,4.5,1.2,0.6,0.5,1.6,0,1003.3,0.46520146520146516
780,42.8,33.0,73.2,2.6,4.2,0.8,0.0,1.7,1,498.20000000000005,0.36015325670498083
781,37.5,30.7,78.4,4.2,1.6,0.8,0.2,1.6,0,591.3,0.3506493506493506
782,38.1,33.2,82.5,3.0,1.3,0.4,0.1,1.1,1,519.2,0.3606557377049181
783,37.4,19.4,80.0,3.7,1.4,1.0,0.3,1.1,1,458.2,0.25438596491228066
784,53.9,31.6,73.8,4.2,0.8,1.0,0.1,0.9,1,606.8,0.3904761904761904
785,48.2,0.0,69.1,5.6,1.1,0.9,0.9,1.2,1,488.4,0.3188405797101449
786,43.8,30.0,63.0,3.6,0.9,0.4,0.5,0.8,1,255.5,0.3724489795918367
787,40.1,18.8,81.4,2.3,2.8,0.9,0.1,1.4,1,433.2,0.39999999999999997
788,46.8,22.0,73.7,3.9,1.1,0.8,0.1,0.7,1,423.4,0.30526315789473685
789,53.8,0.0,60.9,4.4,0.4,0.4,1.4,1.0,0,408.79999999999995,0.32
790,49.8,21.4,72.7,5.5,0.7,0.4,1.4,1.1,0,618.0,0.4517543859649123
791,61.6,0.0,66.1,4.9,0.5,0.4,0.2,0.6,1,340.2,0.47928994082840237
792,40.1,20.6,79.2,1.0,2.0,0.5,0.0,1.0,0,235.20000000000002,0.2727272727272727
793,43.9,40.0,81.5,1.5,0.8,0.5,0.1,1.3,1,562.5,0.487012987012987
794,45.5,28.6,65.9,3.0,0.3,0.3,0.7,0.6,1,342.0,0.3082191780821918
795,48.4,0.0,66.0,3.0,0.4,0.5,0.3,0.9,1,310.5,0.33088235294117646
796,42.1,27.0,69.2,2.2,1.0,0.4,0.0,1.1,0,280.0,0.4117647058823529
797,45.9,19.0,65.5,3.2,0.6,0.2,0.6,0.8,1,333.7,0.3587786259541985
798,41.1,20.8,78.2,1.8,0.7,0.4,0.1,0.5,1,277.5,0.2868217054263566
799,41.3,33.0,85.7,1.1,1.7,0.3,0.1,0.9,1,265.2,0.4369747899159664
800,42.6,34.6,79.3,1.0,1.1,0.5,0.0,0.6,1,118.4,0.32173913043478264
801,53.3,41.7,63.5,2.1,0.7,0.5,0.2,0.6,0,222.29999999999998,0.34821428571428575
802,47.1,0.0,59.3,2.6,0.3,0.2,0.2,0.5,0,98.8,0.17757009345794392
803,56.1,0.0,68.2,3.4,0.4,0.3,0.4,0.5,0,106.6,0.3980582524271844
804,50.5,0.0,56.6,2.8,0.7,0.3,0.3,0.9,1,262.3,0.43
805,37.9,16.7,43.8,2.0,0.6,0.3,0.4,0.6,1,91.0,0.13131313131313133
806,55.4,0.0,67.5,2.6,0.2,0.2,0.6,0.3,1,152.0,0.40404040404040403
807,40.8,0.0,64.3,1.6,0.3,0.2,0.4,0.5,0,121.60000000000001,0.3764705882352941
808,42.9,0.0,65.4,0.8,0.2,0.2,0.1,0.1,0,57.6,0.21428571428571427
809,26.1,23.1,0.0,0.4,0.1,0.0,0.2,0.3,0,15.400000000000002,0.3548387096774194
810,56.3,0.0,64.8,5.3,0.6,0.7,1.0,0.7,0,462.0,0.3271028037383178
811,45.6,37.7,83.8,4.4,4.0,1.2,0.2,2.0,1,957.6,0.4745762711864407
812,37.6,33.7,71.0,2.9,2.1,0.4,0.1,1.7,0,920.4000000000001,0.39597315436241615
813,42.2,36.4,72.7,4.5,1.3,0.9,0.9,1.8,1,842.4000000000001,0.4
814,41.8,20.7,64.7,3.7,3.8,1.6,0.1,1.8,1,499.20000000000005,0.2723404255319149
815,43.4,36.8,85.4,2.7,2.8,0.7,0.3,1.9,1,828.1999999999999,0.44104803493449785
816,50.3,0.0,72.2,5.0,0.4,0.3,1.2,0.7,1,567.0,0.4072398190045249
817,45.7,28.3,79.6,2.0,0.9,1.1,0.0,1.0,0,369.6,0.38308457711442784
818,45.2,46.1,66.7,2.1,1.4,0.7,0.5,0.7,0,343.2,0.30985915492957744
819,53.1,0.0,62.4,5.1,0.6,0.6,0.2,0.9,1,606.8000000000001,0.39572192513368987
820,45.5,50.0,76.4,5.4,0.5,0.6,0.5,1.2,1,445.5,0.29411764705882354
821,52.5,33.3,67.3,5.2,0.8,0.8,0.9,1.1,1,557.6,0.37777777777777777
822,46.4,34.7,60.9,1.9,0.4,0.6,0.3,0.6,1,442.2,0.37931034482758624
823,39.5,28.2,84.7,2.1,3.3,0.4,0.0,1.8,0,537.1999999999999,0.4096385542168674
824,39.5,28.2,84.7,2.1,3.3,0.4,0.0,1.8,0,537.1999999999999,0.4096385542168674
825,42.4,41.9,71.8,1.5,1.2,0.4,0.1,0.7,1,276.0,0.27878787878787875
826,50.5,18.5,56.7,4.3,0.6,0.8,0.7,0.7,1,333.20000000000005,0.31410256410256415
827,45.7,28.6,71.2,5.3,1.5,1.3,0.6,0.9,0,168.2,0.27358490566037735
828,42.2,32.8,71.1,1.7,1.9,0.6,0.1,1.0,1,316.8,0.29139072847682124
829,38.6,41.4,76.4,1.5,0.9,0.4,0.1,0.9,0,291.40000000000003,0.41059602649006627
830,38.2,27.7,58.5,2.0,1.6,0.6,0.1,1.1,0,234.0,0.30201342281879195
831,41.0,38.8,90.0,1.2,0.9,0.3,0.0,0.5,1,252.0,0.4054054054054054
832,47.5,0.0,60.6,3.7,0.6,0.6,1.1,1.3,1,374.40000000000003,0.3880597014925373
833,53.8,0.0,66.1,3.1,0.3,0.4,0.6,0.8,0,259.6,0.34375
834,41.7,0.0,48.5,2.5,0.3,0.2,0.5,0.5,0,124.7,0.23387096774193547
